1,6
1,7
2,6
2,7
5,9
5,10
6,9
6,10
8,6
8,7
9,6
9,7
22,16
22,17
22,18
23,15
23,18
24,15
24,18
25,24
25,25
26,15
26,25
27,15
27,19
27,24
28,16
28,18
28,24
28,25
29,17
32,17
32,18
33,17
33,18
