16,19
16,20
17,20
17,21
17,22
18,18
18,23
19,18
19,19
19,20
19,21
19,23
20,23
20,25
20,26
21,20
21,24
21,26
22,20
22,21
22,22
22,23
24,22
24,23
25,22
25,23
