13,32
14,31
14,33
15,31
15,33
16,31
17,30
17,31
18,30
18,32
20,29
20,30
20,31
21,29
21,31
22,30
22,32
23,29
23,30
25,30
26,30
26,32
27,30
27,32
28,31
